PheCode,Number.of.cases,Number.of.controls,Number.of.excluded.controls,Phenotype.Description,Phenotype.Category,URL.ManhattanPlot,Colors
642,"1,114","407,847",0,"Hypertension complicating pregnancy, childbirth, and the puerperium",pregnancy complications,https://www.dropbox.com/s/3k26qiana92oimo/642-Hypertensioncomplicatingpregnancy-childbirth-andthepuerperium-1114cases-407847controls.mh.pdf?dl=0,firebrick1
642.1,307,"407,847",807,Preeclampsia and eclampsia,pregnancy complications,https://www.dropbox.com/s/spngokil9zykm0l/642.1-Preeclampsiaandeclampsia-307cases-407847controls.mh.pdf?dl=0,firebrick1
643,230,"408,731",0,Excessive vomiting in pregnancy,pregnancy complications,https://www.dropbox.com/s/kcazlldtf4rsqbj/643-Excessivevomitinginpregnancy-230cases-408731controls.mh.pdf?dl=0,firebrick1
643.1,153,"408,731",77,Hyperemesis gravidarum,pregnancy complications,https://www.dropbox.com/s/fjyjql4qkmzyuwy/643.1-Hyperemesisgravidarum-153cases-408731controls.mh.pdf?dl=0,firebrick1
645,"1,256","407,705",0,Late pregnancy and failed induction,pregnancy complications,https://www.dropbox.com/s/1m5b20c9cvwcp28/645-Latepregnancyandfailedinduction-1256cases-407705controls.mh.pdf?dl=0,firebrick1
646,"2,235","406,726",0,Other complications of pregnancy NEC,pregnancy complications,https://www.dropbox.com/s/5ofk5phdt8abldv/646-OthercomplicationsofpregnancyNEC-2235cases-406726controls.mh.pdf?dl=0,firebrick1
647,381,"408,580",0,Infectious and parasitic complications affecting pregnancy,pregnancy complications,https://www.dropbox.com/s/czqarxk7jg46tpc/647-Infectiousandparasiticcomplicationsaffectingpregnancy-381cases-408580controls.mh.pdf?dl=0,firebrick1
647.1,275,"408,580",106,Infections of genitourinary tract during pregnancy,pregnancy complications,https://www.dropbox.com/s/61pjg4cx3vngic9/647.1-Infectionsofgenitourinarytractduringpregnancy-275cases-408580controls.mh.pdf?dl=0,firebrick1
649,299,"408,662",0,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",pregnancy complications,https://www.dropbox.com/s/pgk77r49p1x57cn/649-Otherconditionsorstatusofthemothercomplicatingpregnancy-childbirth-orthepuerperium-299cases-408662controls.mh.pdf?dl=0,firebrick1
649.1,193,"408,662",106,Diabetes or abnormal glucose tolerance complicating pregnancy,pregnancy complications,https://www.dropbox.com/s/y9jxu8x5n6n0fmq/649.1-Diabetesorabnormalglucosetolerancecomplicatingpregnancy-193cases-408662controls.mh.pdf?dl=0,firebrick1
650,"1,928","407,033",0,Normal delivery,pregnancy complications,https://www.dropbox.com/s/1o5hr3d4efl97j3/650-Normaldelivery-1928cases-407033controls.mh.pdf?dl=0,firebrick1
651,347,"408,614",0,Multiple gestation,pregnancy complications,https://www.dropbox.com/s/ltztd92dlkxbi3q/651-Multiplegestation-347cases-408614controls.mh.pdf?dl=0,firebrick1
652,"1,720","405,994","1,247",Malposition and malpresentation of fetus or obstruction,digestive,https://www.dropbox.com/s/sgn5npjyh4tv22j/652-Malpositionandmalpresentationoffetusorobstruction-1720cases-405994controls.mh.pdf?dl=0,darkgreen
653,"1,404","405,994","1,563",Problems associated with amniotic cavity and membranes,pregnancy complications,https://www.dropbox.com/s/fr494wlb9gzhng3/653-Problemsassociatedwithamnioticcavityandmembranes-1404cases-405994controls.mh.pdf?dl=0,firebrick1
654,146,"405,994","2,821",Other and unspecified complications of birth; puerperium affecting management of mother,pregnancy complications,https://www.dropbox.com/s/zcw2lmmo99vytnn/654-Otherandunspecifiedcomplicationsofbirth-puerperiumaffectingmanagementofmother-146cases-405994controls.mh.pdf?dl=0,firebrick1
655,"4,325","404,636",0,Known or suspected fetal abnormality affecting management of mother,pregnancy complications,https://www.dropbox.com/s/tufr8kviutnw9ac/655-Knownorsuspectedfetalabnormalityaffectingmanagementofmother-4325cases-404636controls.mh.pdf?dl=0,firebrick1
656,110,"408,851",0,Other perinatal conditions of fetus or newborn,pregnancy complications,https://www.dropbox.com/s/yyu3x2frq6ye4ea/656-Otherperinatalconditionsoffetusornewborn-110cases-408851controls.mh.pdf?dl=0,firebrick1
661,"2,272","401,037","5,652",Fetal distress and abnormal forces of labor,pregnancy complications,https://www.dropbox.com/s/pn2mikolq99lli6/661-Fetaldistressandabnormalforcesoflabor-2272cases-401037controls.mh.pdf?dl=0,firebrick1
663,533,"401,037","7,391",Umbilical cord complications during labor and delivery,pregnancy complications,https://www.dropbox.com/s/5vsp504r6hw1j0b/663-Umbilicalcordcomplicationsduringlaboranddelivery-533cases-401037controls.mh.pdf?dl=0,firebrick1
665,"5,335","401,037","2,589",Obstetrical/birth trauma,pregnancy complications,https://www.dropbox.com/s/00jbxf0vg5gfdli/665-Obstetricalbirthtrauma-5335cases-401037controls.mh.pdf?dl=0,firebrick1
669,"2,559","401,037","5,365",Complications of labor and delivery NEC,pregnancy complications,https://www.dropbox.com/s/7rjx3jxiv98b12u/669-ComplicationsoflaboranddeliveryNEC-2559cases-401037controls.mh.pdf?dl=0,firebrick1
671,164,"408,481",316,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,pregnancy complications,https://www.dropbox.com/s/frmmr4rnflwscrz/671-Venouscerebrovascularcomplicationsembolisminpregnancyandthepuerperium-164cases-408481controls.mh.pdf?dl=0,firebrick1
674,262,"408,481",218,Other complications of the puerperium NEC,pregnancy complications,https://www.dropbox.com/s/sejn6o5yaoluego/674-OthercomplicationsofthepuerperiumNEC-262cases-408481controls.mh.pdf?dl=0,firebrick1
676,63,"408,481",417,Other disorders of the breast associated with childbirth and disorders of lactation,pregnancy complications,https://www.dropbox.com/s/8aktdmu55d5vtu0/676-Otherdisordersofthebreastassociatedwithchildbirthanddisordersoflactation-63cases-408481controls.mh.pdf?dl=0,firebrick1
679,53,"408,908",0,Complications of in utero procedures,injuries & poisonings,https://www.dropbox.com/s/0ksjvqzkbcac7mj/679-Complicationsofinuteroprocedures-53cases-408908controls.mh.pdf?dl=0,red4
681,"7,451","397,635","3,875",Superficial cellulitis and abscess,dermatologic,https://www.dropbox.com/s/l9o0wcp9cnz0ksx/681-Superficialcellulitisandabscess-7451cases-397635controls.mh.pdf?dl=0,olivedrab4
681.1,566,"397,635","10,760",Cellulitis and abscess of fingers/toes,dermatologic,https://www.dropbox.com/s/ywmj0oiaipl0345/681.1-Cellulitisandabscessoffingerstoes-566cases-397635controls.mh.pdf?dl=0,olivedrab4
681.2,524,"397,635","10,802",Cellulitis and abscess of face/neck,dermatologic,https://www.dropbox.com/s/pu7isv3qtjtug0b/681.2-Cellulitisandabscessoffaceneck-524cases-397635controls.mh.pdf?dl=0,olivedrab4
681.3,"5,539","397,635","5,787",Cellulitis and abscess of arm/hand,dermatologic,https://www.dropbox.com/s/rlrb4ghyc0wogzw/681.3-Cellulitisandabscessofarmhand-5539cases-397635controls.mh.pdf?dl=0,olivedrab4
681.5,"5,547","397,635","5,779","Cellulitis and abscess of leg, except foot",dermatologic,https://www.dropbox.com/s/uaz2o8mya7god5h/681.5-Cellulitisandabscessofleg-exceptfoot-5547cases-397635controls.mh.pdf?dl=0,olivedrab4
681.6,"5,502","397,635","5,824","Cellulitis and abscess of foot, toe",dermatologic,https://www.dropbox.com/s/xvy4cmejbn45l1o/681.6-Cellulitisandabscessoffoot-toe-5502cases-397635controls.mh.pdf?dl=0,olivedrab4
681.7,602,"397,635","10,724",Cellulitis and abscess of trunk,dermatologic,https://www.dropbox.com/s/2tl4p5gur6m0sl5/681.7-Cellulitisandabscessoftrunk-602cases-397635controls.mh.pdf?dl=0,olivedrab4
686,"4,520","397,635","6,806",Other local infections of skin and subcutaneous tissue,dermatologic,https://www.dropbox.com/s/5dqg30vo27oiijh/686-Otherlocalinfectionsofskinandsubcutaneoustissue-4520cases-397635controls.mh.pdf?dl=0,olivedrab4
686.1,"2,302","397,635","9,024",Carbuncle and furuncle,dermatologic,https://www.dropbox.com/s/gv2bottunminode/686.1-Carbuncleandfuruncle-2302cases-397635controls.mh.pdf?dl=0,olivedrab4
686.3,587,"397,635","10,739",Pilonidal cyst,dermatologic,https://www.dropbox.com/s/e253tviqgfo1jwh/686.3-Pilonidalcyst-587cases-397635controls.mh.pdf?dl=0,olivedrab4
686.4,362,"397,635","10,964",Pyogenic granuloma,dermatologic,https://www.dropbox.com/s/a7aoy8jbwas7ww5/686.4-Pyogenicgranuloma-362cases-397635controls.mh.pdf?dl=0,olivedrab4
687,"5,554","403,407",0,Symptoms affecting skin,dermatologic,https://www.dropbox.com/s/xtqv9amg4y4bafq/687-Symptomsaffectingskin-5554cases-403407controls.mh.pdf?dl=0,olivedrab4
687.1,"2,157","403,407","3,397",Rash and other nonspecific skin eruption,dermatologic,https://www.dropbox.com/s/1cd4c57v1r8iah4/687.1-Rashandothernonspecificskineruption-2157cases-403407controls.mh.pdf?dl=0,olivedrab4
687.2,284,"403,407","5,270","Localized superficial swelling, mass, or lump",symptoms,https://www.dropbox.com/s/genyq7av9nvkw3o/687.2-Localizedsuperficialswelling-mass-orlump-284cases-403407controls.mh.pdf?dl=0,gray
687.3,108,"403,407","5,446",Changes in skin texture,dermatologic,https://www.dropbox.com/s/nesok89p4yxv7gp/687.3-Changesinskintexture-108cases-403407controls.mh.pdf?dl=0,olivedrab4
687.4,"2,900","403,407","2,654",Disturbance of skin sensation,dermatologic,https://www.dropbox.com/s/m6i6m99ryz8455p/687.4-Disturbanceofskinsensation-2900cases-403407controls.mh.pdf?dl=0,olivedrab4
689,"5,782","403,179",0,Disorder of skin and subcutaneous tissue NOS,dermatologic,https://www.dropbox.com/s/zm3tu27lm0ep5d8/689-DisorderofskinandsubcutaneoustissueNOS-5782cases-403179controls.mh.pdf?dl=0,olivedrab4
690,72,"402,672","6,217",Erythematosquamous dermatosis,dermatologic,https://www.dropbox.com/s/aesnne7voniww01/690-Erythematosquamousdermatosis-72cases-402672controls.mh.pdf?dl=0,olivedrab4
690.1,53,"402,672","6,236",Seborrheic dermatitis,dermatologic,https://www.dropbox.com/s/weuy9uwkn3qp43s/690.1-Seborrheicdermatitis-53cases-402672controls.mh.pdf?dl=0,olivedrab4
691,120,"402,672","6,169",Congenital anomalies of skin,dermatologic,https://www.dropbox.com/s/l41ykm775y45tlu/691-Congenitalanomaliesofskin-120cases-402672controls.mh.pdf?dl=0,olivedrab4
694,987,"402,672","5,302",Dyschromia and Vitiligo,dermatologic,https://www.dropbox.com/s/xjr0xbl7cpr111c/694-DyschromiaandVitiligo-987cases-402672controls.mh.pdf?dl=0,olivedrab4
694.1,60,"402,672","6,229",Vitiligo,dermatologic,https://www.dropbox.com/s/gteg0kxjhgfgf1e/694.1-Vitiligo-60cases-402672controls.mh.pdf?dl=0,olivedrab4
694.2,783,"402,672","5,506",Other dyschromia,dermatologic,https://www.dropbox.com/s/wt765hm5kfx5cp3/694.2-Otherdyschromia-783cases-402672controls.mh.pdf?dl=0,olivedrab4
694.3,117,"402,672","6,172",Vascular disorders of skin,dermatologic,https://www.dropbox.com/s/6gq1j2jh9z181s7/694.3-Vasculardisordersofskin-117cases-402672controls.mh.pdf?dl=0,olivedrab4
695,"2,420","402,672","3,869",Erythematous conditions,dermatologic,https://www.dropbox.com/s/zdk5ayvdvqxchl5/695-Erythematousconditions-2420cases-402672controls.mh.pdf?dl=0,olivedrab4
695.1,109,"402,672","6,180",Toxic erythema,dermatologic,https://www.dropbox.com/s/dcmazr1jmof0und/695.1-Toxicerythema-109cases-402672controls.mh.pdf?dl=0,olivedrab4
695.2,141,"402,672","6,148",Bullous dermatoses,dermatologic,https://www.dropbox.com/s/r47uxkzja1rqlji/695.2-Bullousdermatoses-141cases-402672controls.mh.pdf?dl=0,olivedrab4
695.21,57,"402,672","6,232",Dermatitis herpetiformis,dermatologic,https://www.dropbox.com/s/dq7nauze6j10ozx/695.21-Dermatitisherpetiformis-57cases-402672controls.mh.pdf?dl=0,olivedrab4
695.22,75,"402,672","6,214",Pemphigus and pemphigoid,dermatologic,https://www.dropbox.com/s/hp6scmrj6dsp4aa/695.22-Pemphigusandpemphigoid-75cases-402672controls.mh.pdf?dl=0,olivedrab4
695.3,310,"402,672","5,979",Rosacea,dermatologic,https://www.dropbox.com/s/kwxv56cmyao5uyj/695.3-Rosacea-310cases-402672controls.mh.pdf?dl=0,olivedrab4
695.4,418,"401,365","7,178",Lupus (localized and systemic),dermatologic,https://www.dropbox.com/s/zfd3ra6ivwpjnmc/695.4-Lupus-localizedandsystemic--418cases-401365controls.mh.pdf?dl=0,olivedrab4
695.41,129,"401,365","7,467",Cutaneous lupus erythematosus,dermatologic,https://www.dropbox.com/s/0slzr50xu2kmjxx/695.41-Cutaneouslupuserythematosus-129cases-401365controls.mh.pdf?dl=0,olivedrab4
695.42,342,"401,365","7,254",Systemic lupus erythematosus,dermatologic,https://www.dropbox.com/s/lzzqtqlo5hwwjnt/695.42-Systemiclupuserythematosus-342cases-401365controls.mh.pdf?dl=0,olivedrab4
695.7,779,"402,672","5,510",Prurigo and Lichen,dermatologic,https://www.dropbox.com/s/fr4puycj248v6rn/695.7-PrurigoandLichen-779cases-402672controls.mh.pdf?dl=0,olivedrab4
695.8,244,"402,672","6,045",Other specified erythematous conditions,dermatologic,https://www.dropbox.com/s/n33biv7uw62jmek/695.8-Otherspecifiederythematousconditions-244cases-402672controls.mh.pdf?dl=0,olivedrab4
695.81,76,"402,672","6,213",Erythema nodosum,dermatologic,https://www.dropbox.com/s/q3rkndt1pif6six/695.81-Erythemanodosum-76cases-402672controls.mh.pdf?dl=0,olivedrab4
695.9,468,"402,672","5,821",Unspecified erythematous condition,dermatologic,https://www.dropbox.com/s/1snsjb5cl6rs8bh/695.9-Unspecifiederythematouscondition-468cases-402672controls.mh.pdf?dl=0,olivedrab4
696,"2,293","398,199","8,469",Psoriasis and related disorders,dermatologic,https://www.dropbox.com/s/g2dwaon4ohtugsi/696-Psoriasisandrelateddisorders-2293cases-398199controls.mh.pdf?dl=0,olivedrab4
696.4,"2,237","398,199","8,525",Psoriasis,dermatologic,https://www.dropbox.com/s/m4gct3oau51athj/696.4-Psoriasis-2237cases-398199controls.mh.pdf?dl=0,olivedrab4
696.41,"1,684","398,199","9,078",Psoriasis vulgaris,dermatologic,https://www.dropbox.com/s/fqma2g81ofzjpl0/696.41-Psoriasisvulgaris-1684cases-398199controls.mh.pdf?dl=0,olivedrab4
696.42,708,"398,199","10,054",Psoriatic arthropathy,dermatologic,https://www.dropbox.com/s/tufe1i4vuf1oqpr/696.42-Psoriaticarthropathy-708cases-398199controls.mh.pdf?dl=0,olivedrab4
697,548,"402,672","5,741",Sarcoidosis,dermatologic,https://www.dropbox.com/s/acw0zon5instai9/697-Sarcoidosis-548cases-402672controls.mh.pdf?dl=0,olivedrab4
698,783,"408,178",0,Pruritus and related conditions,dermatologic,https://www.dropbox.com/s/w17ubdqov9cqcvy/698-Pruritusandrelatedconditions-783cases-408178controls.mh.pdf?dl=0,olivedrab4
700,293,"403,875","4,793",Corns and callosities,dermatologic,https://www.dropbox.com/s/v84cehisiog3wtw/700-Cornsandcallosities-293cases-403875controls.mh.pdf?dl=0,olivedrab4
701,"4,804","403,875",282,Other hypertrophic and atrophic conditions of skin,dermatologic,https://www.dropbox.com/s/am6q86o7180iw3u/701-Otherhypertrophicandatrophicconditionsofskin-4804cases-403875controls.mh.pdf?dl=0,olivedrab4
701.1,87,"403,875","4,999","Keratoderma, acquired",dermatologic,https://www.dropbox.com/s/jantvvplsr3qpv7/701.1-Keratoderma-acquired-87cases-403875controls.mh.pdf?dl=0,olivedrab4
701.2,"2,356","403,875","2,730",Scar conditions and fibrosis of skin,dermatologic,https://www.dropbox.com/s/fkmsgdbnl8grtuu/701.2-Scarconditionsandfibrosisofskin-2356cases-403875controls.mh.pdf?dl=0,olivedrab4
701.3,61,"403,875","5,025",Circumscribed scleroderma,dermatologic,https://www.dropbox.com/s/eortek3ge11gjsy/701.3-Circumscribedscleroderma-61cases-403875controls.mh.pdf?dl=0,olivedrab4
701.4,216,"403,875","4,870",Keloid scar,dermatologic,https://www.dropbox.com/s/k0fywxpinil8u8c/701.4-Keloidscar-216cases-403875controls.mh.pdf?dl=0,olivedrab4
701.5,457,"403,875","4,629",Abnormal granulation tissue,dermatologic,https://www.dropbox.com/s/rb9zxpisy8r2goj/701.5-Abnormalgranulationtissue-457cases-403875controls.mh.pdf?dl=0,olivedrab4
701.6,102,"403,875","4,984",Acquired acanthosis nigricans,dermatologic,https://www.dropbox.com/s/eh1s6nktyak1nn1/701.6-Acquiredacanthosisnigricans-102cases-403875controls.mh.pdf?dl=0,olivedrab4
702,"5,522","398,746","4,693",Degenerative skin conditions and other dermatoses,dermatologic,https://www.dropbox.com/s/pc1vpou25a9lt43/702-Degenerativeskinconditionsandotherdermatoses-5522cases-398746controls.mh.pdf?dl=0,olivedrab4
702.1,"2,594","403,439","2,928",Actinic keratosis,dermatologic,https://www.dropbox.com/s/v70r29g1nhrax3o/702.1-Actinickeratosis-2594cases-403439controls.mh.pdf?dl=0,olivedrab4
702.2,"3,092","403,439","2,430",Seborrheic keratosis,dermatologic,https://www.dropbox.com/s/0aozedvuxnzfbeb/702.2-Seborrheickeratosis-3092cases-403439controls.mh.pdf?dl=0,olivedrab4
703,"1,287","402,357","5,317","Diseases of nail, NOS",dermatologic,https://www.dropbox.com/s/cp40y79f16eccs9/703-Diseasesofnail-NOS-1287cases-402357controls.mh.pdf?dl=0,olivedrab4
703.1,970,"402,357","5,634",Ingrowing nail,dermatologic,https://www.dropbox.com/s/tjzda2klyxexu7h/703.1-Ingrowingnail-970cases-402357controls.mh.pdf?dl=0,olivedrab4
704,"5,344","402,357","1,260",Diseases of hair and hair follicles,dermatologic,https://www.dropbox.com/s/pbis2d31gtzcbng/704-Diseasesofhairandhairfollicles-5344cases-402357controls.mh.pdf?dl=0,olivedrab4
704.1,127,"402,357","6,477",Alopecia,dermatologic,https://www.dropbox.com/s/qt16ruuj7cwyxzu/704.1-Alopecia-127cases-402357controls.mh.pdf?dl=0,olivedrab4
704.8,76,"402,357","6,528",Other specified diseases of hair and hair follicles,dermatologic,https://www.dropbox.com/s/pbde8cepgp7mnix/704.8-Otherspecifieddiseasesofhairandhairfollicles-76cases-402357controls.mh.pdf?dl=0,olivedrab4
705,817,"399,255","8,889",Disorders of sweat glands,dermatologic,https://www.dropbox.com/s/i0abfnbotg22sz9/705-Disordersofsweatglands-817cases-399255controls.mh.pdf?dl=0,olivedrab4
705.3,187,"399,255","9,519",Hidradenitis,dermatologic,https://www.dropbox.com/s/ddwwbyazktrbns6/705.3-Hidradenitis-187cases-399255controls.mh.pdf?dl=0,olivedrab4
705.8,592,"399,255","9,114",Hyperhidrosis,dermatologic,https://www.dropbox.com/s/qe431mvq5irf2z8/705.8-Hyperhidrosis-592cases-399255controls.mh.pdf?dl=0,olivedrab4
706,"8,948","399,255",758,Diseases of sebaceous glands,dermatologic,https://www.dropbox.com/s/nur8iwge3q8dx6g/706-Diseasesofsebaceousglands-8948cases-399255controls.mh.pdf?dl=0,olivedrab4
706.1,78,"399,255","9,628",Acne,dermatologic,https://www.dropbox.com/s/29hvlkckrj3qyz7/706.1-Acne-78cases-399255controls.mh.pdf?dl=0,olivedrab4
706.2,"8,876","399,255",830,Sebaceous cyst,dermatologic,https://www.dropbox.com/s/p9nw0aoftlraryc/706.2-Sebaceouscyst-8876cases-399255controls.mh.pdf?dl=0,olivedrab4
707,"1,988","406,973",0,Chronic ulcer of skin,dermatologic,https://www.dropbox.com/s/2tz5qequ8qoe6ys/707-Chroniculcerofskin-1988cases-406973controls.mh.pdf?dl=0,olivedrab4
707.1,913,"406,973","1,075",Decubitus ulcer,dermatologic,https://www.dropbox.com/s/yav73kifs3yzil4/707.1-Decubitusulcer-913cases-406973controls.mh.pdf?dl=0,olivedrab4
709,"3,463","399,404","6,094",Diffuse diseases of connective tissue,dermatologic,https://www.dropbox.com/s/5pkqhcm853pdx5f/709-Diffusediseasesofconnectivetissue-3463cases-399404controls.mh.pdf?dl=0,olivedrab4
709.2,513,"399,404","9,044",Sicca syndrome,dermatologic,https://www.dropbox.com/s/zs80w67yk5ln3c9/709.2-Siccasyndrome-513cases-399404controls.mh.pdf?dl=0,olivedrab4
709.3,175,"399,404","9,382",Systemic sclerosis,dermatologic,https://www.dropbox.com/s/8xh0xhglturxqbv/709.3-Systemicsclerosis-175cases-399404controls.mh.pdf?dl=0,olivedrab4
709.6,64,"399,404","9,493",Other specified diffuse diseases of connective tissue,dermatologic,https://www.dropbox.com/s/q02f1zfvqrooeq8/709.6-Otherspecifieddiffusediseasesofconnectivetissue-64cases-399404controls.mh.pdf?dl=0,olivedrab4
709.7,"2,720","399,404","6,837",Unspecified diffuse connective tissue disease,dermatologic,https://www.dropbox.com/s/2lztmngkwlh2cq7/709.7-Unspecifieddiffuseconnectivetissuedisease-2720cases-399404controls.mh.pdf?dl=0,olivedrab4
710,612,"365,819","42,530","Osteomyelitis, periostitis, and other infections involving bone",musculoskeletal,https://www.dropbox.com/s/yl03ncvmchqivka/710-Osteomyelitis-periostitis-andotherinfectionsinvolvingbone-612cases-365819controls.mh.pdf?dl=0,orchid4
710.1,565,"365,819","42,577",Osteomyelitis,musculoskeletal,https://www.dropbox.com/s/io565bhe515a3fy/710.1-Osteomyelitis-565cases-365819controls.mh.pdf?dl=0,orchid4
710.12,196,"365,819","42,946",Chronic osteomyelitis,musculoskeletal,https://www.dropbox.com/s/nqo8xf5vsqde5sn/710.12-Chronicosteomyelitis-196cases-365819controls.mh.pdf?dl=0,orchid4
710.19,401,"365,819","42,741",Unspecified osteomyelitis,musculoskeletal,https://www.dropbox.com/s/mo5sa5s3cnkym8n/710.19-Unspecifiedosteomyelitis-401cases-365819controls.mh.pdf?dl=0,orchid4
711,427,"365,819","42,715",Arthropathy associated with infections,musculoskeletal,https://www.dropbox.com/s/0opwatri9djvbm1/711-Arthropathyassociatedwithinfections-427cases-365819controls.mh.pdf?dl=0,orchid4
711.1,328,"365,819","42,814",Pyogenic arthritis,musculoskeletal,https://www.dropbox.com/s/a7pr9b4a88x287v/711.1-Pyogenicarthritis-328cases-365819controls.mh.pdf?dl=0,orchid4
712,80,"365,819","43,062",Infective connective tissue disorders,musculoskeletal,https://www.dropbox.com/s/oxr1i94dzkp2yoa/712-Infectiveconnectivetissuedisorders-80cases-365819controls.mh.pdf?dl=0,orchid4
713,151,"365,819","42,991",Arthropathy associated with other disorders classified elsewhere,musculoskeletal,https://www.dropbox.com/s/pa5msth6v5zbyy5/713-Arthropathyassociatedwithotherdisordersclassifiedelsewhere-151cases-365819controls.mh.pdf?dl=0,orchid4
713.5,68,"365,819","43,074",Arthropathy associated with neurological disorders,musculoskeletal,https://www.dropbox.com/s/6b05lroc1ikv1ge/713.5-Arthropathyassociatedwithneurologicaldisorders-68cases-365819controls.mh.pdf?dl=0,orchid4
714,"4,879","365,085","38,997",Rheumatoid arthritis and other inflammatory polyarthropathies,musculoskeletal,https://www.dropbox.com/s/46ai5u3c8lcge41/714-Rheumatoidarthritisandotherinflammatorypolyarthropathies-4879cases-365085controls.mh.pdf?dl=0,orchid4
714.1,"4,412","365,085","39,464",Rheumatoid arthritis,musculoskeletal,https://www.dropbox.com/s/2tpaewx1v62jtmx/714.1-Rheumatoidarthritis-4412cases-365085controls.mh.pdf?dl=0,orchid4
715,"1,671","365,085","42,205",Other inflammatory spondylopathies,musculoskeletal,https://www.dropbox.com/s/75ye59h9n6fiezp/715-Otherinflammatoryspondylopathies-1671cases-365085controls.mh.pdf?dl=0,orchid4
715.1,113,"365,085","43,763",Sacroiliitis NEC,musculoskeletal,https://www.dropbox.com/s/jph17avf8th31ug/715.1-SacroiliitisNEC-113cases-365085controls.mh.pdf?dl=0,orchid4
715.2,620,"365,085","43,256",Ankylosing spondylitis,musculoskeletal,https://www.dropbox.com/s/ri1igbt9pgl0k8s/715.2-Ankylosingspondylitis-620cases-365085controls.mh.pdf?dl=0,orchid4
716,"38,715","365,819","4,427",Other arthropathies,musculoskeletal,https://www.dropbox.com/s/ezvj0izlyl3yf2x/716-Otherarthropathies-38715cases-365819controls.mh.pdf?dl=0,orchid4
716.1,"3,535","365,819","39,607",Unspecified polyarthropathy or polyarthritis,musculoskeletal,https://www.dropbox.com/s/1vyj7q6rl6rjc6q/716.1-Unspecifiedpolyarthropathyorpolyarthritis-3535cases-365819controls.mh.pdf?dl=0,orchid4
716.2,"15,790","365,819","27,352",Unspecified monoarthritis,musculoskeletal,https://www.dropbox.com/s/syeaffk8r23b32k/716.2-Unspecifiedmonoarthritis-15790cases-365819controls.mh.pdf?dl=0,orchid4
716.9,"37,043","365,819","6,099",Arthropathy NOS,musculoskeletal,https://www.dropbox.com/s/wtz9xcqzgnlx9wc/716.9-ArthropathyNOS-37043cases-365819controls.mh.pdf?dl=0,orchid4
717,"1,152","407,809",0,Polymyalgia Rheumatica,musculoskeletal,https://www.dropbox.com/s/yqxct9f08nd8t1x/717-PolymyalgiaRheumatica-1152cases-407809controls.mh.pdf?dl=0,orchid4
720,"3,733","391,917","13,311",Spinal stenosis,musculoskeletal,https://www.dropbox.com/s/zd0vx84m4k5jpwz/720-Spinalstenosis-3733cases-391917controls.mh.pdf?dl=0,orchid4
721,"7,930","391,917","9,114",Spondylosis and allied disorders,musculoskeletal,https://www.dropbox.com/s/4ns6yt1ixoqx7uh/721-Spondylosisandallieddisorders-7930cases-391917controls.mh.pdf?dl=0,orchid4
721.1,"5,077","391,917","11,967",Spondylosis without myelopathy,musculoskeletal,https://www.dropbox.com/s/n6lwqijhggpt5iz/721.1-Spondylosiswithoutmyelopathy-5077cases-391917controls.mh.pdf?dl=0,orchid4
721.2,190,"391,917","16,854",Spondylosis with myelopathy,musculoskeletal,https://www.dropbox.com/s/jrxs40y4fjov4bg/721.2-Spondylosiswithmyelopathy-190cases-391917controls.mh.pdf?dl=0,orchid4
721.8,351,"391,917","16,693",Other allied disorders of spine,musculoskeletal,https://www.dropbox.com/s/6jgndm0n4bopd9v/721.8-Otherallieddisordersofspine-351cases-391917controls.mh.pdf?dl=0,orchid4
722,"9,241","391,917","7,803",Intervertebral disc disorders,musculoskeletal,https://www.dropbox.com/s/459d2aq9mc5hi72/722-Intervertebraldiscdisorders-9241cases-391917controls.mh.pdf?dl=0,orchid4
722.1,513,"391,917","16,531",Displacement of intervertebral disc,musculoskeletal,https://www.dropbox.com/s/54zlml969k9xiu8/722.1-Displacementofintervertebraldisc-513cases-391917controls.mh.pdf?dl=0,orchid4
722.6,"2,846","391,917","14,198",Degeneration of intervertebral disc,musculoskeletal,https://www.dropbox.com/s/7y2op9q7y2essei/722.6-Degenerationofintervertebraldisc-2846cases-391917controls.mh.pdf?dl=0,orchid4
722.8,69,"391,917","16,975",Postlaminectomy syndrome,musculoskeletal,https://www.dropbox.com/s/jvnzs58h7vlt1ks/722.8-Postlaminectomysyndrome-69cases-391917controls.mh.pdf?dl=0,orchid4
722.9,"4,434","391,917","12,610",Other and unspecified disc disorder,musculoskeletal,https://www.dropbox.com/s/t2niy1i2k262j2n/722.9-Otherandunspecifieddiscdisorder-4434cases-391917controls.mh.pdf?dl=0,orchid4
723,521,"391,917","16,523",Other disorders of cervical region,musculoskeletal,https://www.dropbox.com/s/sxkjo41pigbobp4/723-Otherdisordersofcervicalregion-521cases-391917controls.mh.pdf?dl=0,orchid4
723.1,107,"391,917","16,937",Torticollis,musculoskeletal,https://www.dropbox.com/s/387pf02u8ky6235/723.1-Torticollis-107cases-391917controls.mh.pdf?dl=0,orchid4
724,"2,077","391,917","14,967",Other and unspecified disorders of back,musculoskeletal,https://www.dropbox.com/s/8mr1yp45ip8sphi/724-Otherandunspecifieddisordersofback-2077cases-391917controls.mh.pdf?dl=0,orchid4
